CODIGO_ITEM ;NRO_PIEZA ;CODIGO_2 ;CODIGO_SUSTITUTO_1 ;DESCRIPCION ;CATEGORIA ;PRECIO_1_BS ;PESO ;VOL_CM3_UNID ;VOL_CBM_UNID ;UNID_X_CAJA ;NOMBRE_FAMILIA ;NOMBRE_GRUPO ;NOMBRE_SUBGRUPO ;NOMBRE_MARCA ;NOMBRE_UNIDAD ;NOMBRE_ORIGEN ;ALMACEN ;STOCK_MINIMO ;STOCK_MAXIMO ;NOMBRE_PROVEEDOR_1 ;NOMBRE_PROVEEDOR_2 ;NOMBRE_PROVEEDOR_3 ;CANTIDAD ;
CH-216048;;;"9007";FOCO XENON HID 85V,35W- 5500K BL;ACCESORIO;58,5;0,1;0,31;0,0007;120;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;UNIDAD;CHINA;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (2), MUESTRAS: (1), A: (92), E: (0);;;HANGZHOU-AM;;;97;
CH-216045;;;"H4-2";FOCO XENON HID 85V,35W- 5500K BL;ACCESORIO;58,5;0,16;0,155;0,0007;100;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;UNIDAD;CHINA;SUCURSAL KM.14: (2), MUESTRAS: (1), A: (174), E: (0);;;HANGZHOU-AM;;;177;
CH-216050;;;"H4-3-X";FOCO XENON HID 85V,35W- 5500K BL SET;ACCESORIO;577,9;3,9;14500;0,0078;10;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;SET;CHINA;SUCURSAL KM.14: (1), MUESTRAS: (1), A: (5), E: (0);;;HANGZHOU-AM;;;7;
CH-216051;;;"9005";FOCO XENON HID 85V,35W- 5500K BL SET;ACCESORIO;432,9;3,9;14500;0,0078;10;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;SET;CHINA;SUCURSAL KM.14: (1), A: (12), E: (0);;;HANGZHOU-AM;;;13;
CH-216049;;;"H3 ";FOCO XENON HID 85V,35W- 5500K BL SET;ACCESORIO;427,5;3,8;14500;0,0078;10;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;SET;CHINA;SUCURSAL KM.14: (1), MUESTRAS: (2), A: (13), E: (0);;;HANGZHOU-AM;;;16;
CH-216052;;;"9007";FOCO XENON HID 85V,35W- 5500K BL SET;ACCESORIO;432,9;3,8;14500;0,0078;10;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;SET;CHINA;SUCURSAL KM.14: (1), A: (17), E: (0);;;HANGZHOU-AM;;;18;
CH-216068;;;"H4-3";FOCO XENON HID 85V,35W- 5500K BL SUELTO;ACCESORIO;130,5;0,22;0,73;0,0007;50;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;UNIDAD;CHINA;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (2), MUESTRAS: (1), A: (42), E: (0);;;HANGZHOU-AM;;;47;
CH-216055;;;"D2S";FOCO XENON HID 85V,35W- 6000K BL-A;ACCESORIO;50,3;0,0366;0,1;0,0001;120;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;UNIDAD;CHINA;MUESTRAS: (0), A: (1), E: (0);;;HANGZHOU-AM;FERIA BL;;1;
CH-216053;;;"D1S";FOCO XENON HID 85V,35W- 6000K BL-A;ACCESORIO;137,8;0,0975;0,24;0,0004;120;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;UNIDAD;CHINA;SUCURSAL KM.14: (2), A: (104), E: (78);;;HANGZHOU-AM;;;184;
CH-216054;;;"D1R";FOCO XENON HID 85V,35W- 6000K BL-A;ACCESORIO;137,8;0,13;0,32;0,0005;120;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;UNIDAD;CHINA;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (2), PAU-A: (0), MUESTRAS: (1), A: (105), E: (78);;;HANGZHOU-AM;FERIA BL;;188;
CH-216047;;;"9005";FOCO XENON HID 85V,50W- 5500K BL;ACCESORIO;58,5;0,14;0,31;0,0007;120;UNIVERSAL;ACCESORIOS;FOCOS;ÑEQUE;UNIDAD;CHINA;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (2), MUESTRAS: (1), A: (93), E: (0);;;HANGZHOU-AM;FERIA BL;;98;
FUSIBLE-01;;;;FUSIBLE HIKARI;ELECTRICO;2;0,016;0,001;0,001;1;UNIVERSAL;ELECTRICO;VARIOS;HIKARI;UNIDAD;BRASIL;SUCURSAL KM.14: (26);;;FERIA BL;;;26;
TY10326AL;;TY10326AL;;GUARDAFANGO DEL TOY COROLLA '14-;ACCESORIO;633;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0);;;TONG YANG;;;1;
TY10326AR;;TY10326AR;;GUARDAFANGO DEL TOY COROLLA '14-;ACCESORIO;633;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0);;;TONG YANG;;;1;
SZ10029AL;;SZ10029AL;;GUARDAFANGO LAT DEL SUZUKI SWIFT '04- C-Ojo;ACCESORIO;443;0,1;0,01;0,01;1;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;;;1;
SZ10029AR;;SZ10029AR;;GUARDAFANGO LAT DEL SUZUKI SWIFT '04- C-Ojo;ACCESORIO;443;0,1;0,01;0,01;1;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (2);;;TONG YANG;;;2;
TY10304AR;;TY10304AR;;GUARDAFANGO TOY HILUX-VIGO *12 P-U 2WD C-S,L,HOLE S-FLARE HO '12-;ACCESORIO;570;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;;;1;
TY10277AL;;TY10277AL;;GUARDAFANGO TOY PRADO *10 Sin Agujero Lateral y Espejo;ACCESORIO;1518;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;;;1;
TY10214BL;;TY10214BL;;GUARDAFANGO TOY RAV4 06-07 Del, C-Aguj, Rueda Moldua L;ACCESORIO;380;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (2);;;TONG YANG;;;2;
TY10214BR;;TY10214BR;;GUARDAFANGO TOY RAV4 06-07 Del, C-Aguj, Rueda Moldua R;ACCESORIO;380;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;;;1;
TY10299AL;;TY10299AL;;GUARDAFANGO TOY YARIS 012;ACCESORIO;380;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;;;1;
TY10332AR;;TY10332AR;;GUARDAFANGO TOY YARIS SEDAN-VIOS '13 RH W-O S,L,HOLE;ACCESORIO;633;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (4);;;TONG YANG;;;4;
214-1637R-YA;;214-1637-R-YA;;GUIÑADOR FRONTAL MITSUBISHI CANTER ’94 FB511 BAJO FAROL TRUCK;ACCESORIO;146;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), MUESTRAS: (1), A: (15), E: (27);;;DEPO;;;44;
214-1637L-YA;;214-1637-L-YA;;GUIÑADOR FRONTAL MITSUBISHI CANTER ’94 FB511 BAJO FAROL TRUCK;ACCESORIO;146;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (17), E: (27);;;DEPO;;;45;
212-1603L-5XL;81520-55051;222821;;GUIÑADOR GUARDAFANGO TOY LAND CRUISER 74/80;ACCESORIO;37;0,588;0,5;0,5;25;TOYOTA;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;FERIA BL;;1;
323-1501L-DS;;323-1501L-DS;229483;GUIÑADOR LAT KIA SPORTAGE,98-00;ACCESORIO;228;0,1;0;0;20;KIA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (14), E: (0);;;DEPO;;;14;
214-1508L-AE1;;MB527091;229507;GUIÑADOR LAT MIT, L200 87/94 CROMADO AE1;ACCESORIO;140;0,37;0,5;0,5;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), A: (0), E: (0);;;DEPO;;;1;
215-1534L;;26165-H8560;229509;GUIÑADOR LAT NS SUNNY 82/83 NARANJA B310/302/303;ACCESORIO;38;0,0294;0,5;0,5;100;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (9), E: (0);;;DEPO;;;9;
215-1534R;;26160-H8560;229510;GUIÑADOR LAT NS SUNNY 82/83 NARANJA B310/302/303;ACCESORIO;38;0,0294;0,5;0,5;100;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (9), E: (0);;;DEPO;;;9;
219-1506L-A;219-1506L-A;;;GUIÑADOR LAT TOY HINO 03 FG-GH;ACCESORIO;153,4;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;FERIA BL;;1;
312-1646R-AF;;312-1646R-AF;229505;GUIÑADOR LAT TOY,FJ CRUSER ,07- 11 ,P-S-SML AF;ACCESORIO;797;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (1);;;DEPO;;;2;
213-1530RWA;;213-1530-RWA;;GUIÑADOR LAT, ISUZU CAMION NPR,NHR 2004-06;ACCESORIO;317;0,1;0;0;10;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (0);;;DEPO;;;1;
213-1530LWA;;213-1530-LWA;;GUIÑADOR LAT, ISUZU CAMION NPR,NHR 2004-06;ACCESORIO;317;0,1;0;0;10;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (2);;;DEPO;;;3;
214-1548L-AE-C;;214-1548L-AE-C;;GUIÑADOR LAT, MIT, LANCER 95 CK2 BLANCO;ACCESORIO;108;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (0);;;DEPO;;;1;
214-1548R-AE-C;;214-1548R-AE-C;;GUIÑADOR LAT, MIT, LANCER 95 CK2 BLANCO;ACCESORIO;108;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (0);;;DEPO;;;1;
214-1548R-AE-Y;;214-1548R-AE-Y;;GUIÑADOR LAT, MIT, LANCER 95 CK2 NARANJA;ACCESORIO;114;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
214-1569L-AE;;214-1569L-AE;;GUIÑADOR LAT, MIT, ROSA 1998;ACCESORIO;570;0,79;0,5;0,5;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;BOLIVIA;MUESTRAS: (0), A: (15), E: (0);;;DEPO;FERIA BL;;15;
214-1569R-AE;;214-1569R-AE;;GUIÑADOR LAT, MIT, ROSA 1998;ACCESORIO;570;0,59;0,5;0,5;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (15), E: (0);;;DEPO;;;15;
214-1542R-CU;;214-1542R-CU;;GUIÑADOR LAT, MIT,FIGHTER 93 CAMION FM657-FK617;ACCESORIO;317;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (5), E: (9);;;DEPO;;;15;
214-1542L-CU;;214-1542L-CU;;GUIÑADOR LAT, MIT,FIGHTER 93 CAMION FM657-FK617;ACCESORIO;317;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (6), E: (9);;;DEPO;;;16;
215-15A5L1A;;215-15A5L1A;;GUIÑADOR LAT, NISS, CAMION CKA451;ACCESORIO;405;0,1;0;0;12;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (1), A: (8), E: (1);;;DEPO;FERIA BL;;12;
215-15A5R1A;;215-15A5R1A;;GUIÑADOR LAT, NISS, CAMION CKA451;ACCESORIO;405;0,1;0;0;12;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (1), A: (8), E: (1);;;DEPO;FERIA BL;;12;
221-1508R-UE;221-1508-R-UE;;226127;GUIÑADOR LATERAL HYUNDAI ACCENT 96 4D;ACCESORIO;46,7;0,1;0;0;20;HYUNDAY;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), E: (1);;;DEPO;FERIA BL;;1;
216-1508R-C;;216-1508-R-C;216-1508-R-C;GUIÑADOR LATERAL MAZDA 85-88 B1600-B1800-B2000 CAMIONETA;ACCESORIO;45;0,5;0,5;0,5;50;MAZDA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), PAU: (0), E: (12);;;DEPO;;;13;
216-1508L-C;;216-1508-L-C;216-1508-L-C;GUIÑADOR LATERAL MAZDA 85-88 B1600-B1800-B2000 CAMIONETA;ACCESORIO;45;0,5;0,5;0,5;50;MAZDA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (4), E: (23);;;DEPO;FERIA BL;;28;
216-1508L-Y;;216-1508-L-Y;216-1508-L-Y;GUIÑADOR LATERAL MAZDA 85-88 B1600-B1800-B2000 NARANJA CAMIONETA;ACCESORIO;45;0,5;0,5;0,5;50;MAZDA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (3), E: (15);;;DEPO;;;19;
216-1508R-Y;;216-1508-R-Y;216-1508-R-Y;GUIÑADOR LATERAL MAZDA 85-88 B1600-B1800-B2000 NARANJA CAMIONETA;ACCESORIO;45;0,5;0,5;0,5;50;MAZDA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (20);;;DEPO;FERIA BL;;21;
214-1543R-A;;214-1543R-A;229064;GUIÑADOR LATERAL MITSUBISHI CANTER 94 FB 511;ACCESORIO;70;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;BOLIVIA;PAU: (0), A: (7), E: (0);;;DEPO;FERIA BL;;7;
214-1531L-AE;;214-1531-L;222842;GUIÑADOR LATERAL MITSUBISHI MONTERO 95;ACCESORIO;140;0,55;0,5;0,5;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;MUESTRAS: (1), A: (0), E: (0);;;DEPO;;;1;
215-1504R-1;;215-1504-R-1;223171;GUIÑADOR LATERAL NISS 84-85 720 CAMIO CROME;ACCESORIO;58;0,1;0;0;50;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (9), E: (0);;;DEPO;;;9;
215-1542L-A;;215-1542-L;222847;GUIÑADOR LATERAL NISSAN B12;ACCESORIO;64;0,31;0,5;0,5;20;NISSAN;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
215-1504R-4;;215-1504-4R;223093;GUIÑADOR LATERAL NISSAN CAMIONETA 84-85 BLACK;ACCESORIO;51;0,1;0;0;50;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
215-1558L-6A;;215-1558-6L;;GUIÑADOR LATERAL NISSAN PATHFINDER 90 NEGRO;ACCESORIO;58;0,1;0;0;20;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
215-1559R-1A;;B6170-60G00;B6170-60G00;GUIÑADOR LATERAL NISSAN PATHFINDER 93 CRO;ACCESORIO;76;0,274;0,5;0,5;20;NISSAN;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
315-1534L-US;;315-1534-L-US;226156;GUIÑADOR LATERAL NISSAN PATHFINDER 98-2004 USA;ACCESORIO;190;0,1;0;0;20;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (1);;;DEPO;;;2;
315-1534R-US;;315-1534-R-US;226157;GUIÑADOR LATERAL NISSAN PATHFINDER 98-2004 USA;ACCESORIO;190;0,1;0;0;20;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (7), E: (2);;;DEPO;FERIA BL;;10;
215-15A2R-A;;26120-4M401;229212;GUIÑADOR LATERAL NISSAN SUNNY 00 INDICATOR B15 ’99;ACCESORIO;190;0,49;0,5;0,5;20;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (6), E: (0);;;DEPO;;;6;
212-1524R-U;;212-1524-R;212-1524-R;GUIÑADOR LATERAL TOY COROLLA 88-90;ACCESORIO;70;0,5;0,5;0,5;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (0), A: (2), E: (0);;;DEPO;;;4;
212-1520L-1A;;212-1520-1L;222923;GUIÑADOR LATERAL TOY COROLLA AE81 CROMADO;ACCESORIO;102;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
212-1520R-1A;;212-1520-1R;222922;GUIÑADOR LATERAL TOY COROLLA AE81 CROMADO;ACCESORIO;102;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;BOLIVIA;A: (4), E: (0);;;DEPO;FERIA BL;;4;
212-15G5L-UE;;212-15G5-L-UE;;GUIÑADOR LATERAL TOY DINA 2003-HINODUTRO;ACCESORIO;329;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
212-1593RWA;;212-1593-R-WA;226085;GUIÑADOR LATERAL TOY DYNA 95 YL110-211 BU102-120 NARANJA;ACCESORIO;83;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (4), E: (0);;;DEPO;;;4;
212-1623L;212-1623-L;;222953;GUIÑADOR LATERAL TOY DYNA BLANCO-NARANJA;ACCESORIO;25,1;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (1), E: (0);;;DEPO;FERIA BL;;1;
212-15D5L-A;;212-15D5L-A;223073;GUIÑADOR LATERAL TOY HIACE 93-94;ACCESORIO;146;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
212-1613L-1X;;81620-39845;226222;GUIÑADOR LATERAL TOY HILUX 84/87 CROME X;ACCESORIO;64;0,286;0,5;0,5;50;TOYOTA;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;BOLIVIA;A: (3), E: (0);;;DEPO;FERIA BL;;3;
212-15C3L-AE3;;212-15C3-3L;;GUIÑADOR LATERAL TOY HILUX 98-2000 CROM-NEGRO;ACCESORIO;140;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
212-1509L-1;;212-1509-1L;222986;GUIÑADOR LATERAL TOY LAND CRUISER 84-87;ACCESORIO;108;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (5), E: (14);;;DEPO;;;19;
212-15G6L-AE1;;81520-60410;212-15G6-1-L;GUIÑADOR LATERAL TOY LAND CRUISSER 2003/5/6 FJ75;ACCESORIO;254;0,85;0,5;0,5;12;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (9), E: (0);;;DEPO;;;9;
312-1539L-AS;;226114;;GUIÑADOR LATERAL TOY RUNNER 96/2001;ACCESORIO;254;0,49;0,5;0,5;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;BOLIVIA;A: (6), E: (0);;;DEPO;FERIA BL;;6;
312-1521L-AS-L6;;312-1521-L-AS-L6;223195;GUIÑADOR LATERAL TOY RUNNER 97/98 ASL6;ACCESORIO;216;0,435;0,5;0,5;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (0), A: (1), E: (1);;;DEPO;FERIA BL;;2;
312-1556L-AF;;312-1556-L-AS;229069;GUIÑADOR LATERAL TOY SEQUOIA-TUNDRA 05-06 USA;ACCESORIO;696;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
212-15A0R-AE;;81511-10270;226027;GUIÑADOR LATERAL TOY STARLEY 95;ACCESORIO;190;0,466;0,5;0,5;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (13), E: (0);;;DEPO;;;13;
212-15A0L-AE;;81521-10250;226026;GUIÑADOR LATERAL TOY STARLEY 95/96;ACCESORIO;190;0,466;0,5;0,5;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (7), E: (0);;;DEPO;;;7;
212-1540R-AE;212-1540-AE-R;;212-1540-AE-R;GUIÑADOR LATERAL TOY-HILUX CROM-OSC 88 4WD;ACCESORIO;48,8;0,5;0,5;0,5;50;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (0), E: (1);;;DEPO;FERIA BL;;1;
212-15D3L-UE;;226236;226236;GUIÑADOR LATERAL TY FJ100 LAND CRUISSER 2002 LEXSUS;ACCESORIO;146;0,6;0,5;0,5;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;BOLIVIA;A: (6), E: (0);;;DEPO;FERIA BL;;6;
213-1619L-AE;;213-1619-L-AE;213-1619-L-AE;GUIÑADOR PARACHOQUE ISUZU LUV 99 NARANJA;ACCESORIO;45;0,5;0,5;0,5;50;ISUZO;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), PAU: (0), A: (0), E: (16);;;DEPO;FERIA BL;;17;
213-1619R-AE;;213-1619-R-AE;213-1619-R-X;GUIÑADOR PARACHOQUE ISUZU LUV 99 NARANJA TFR;ACCESORIO;45;0,5;0,5;0,5;50;ISUZO;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (14);;;DEPO;FERIA BL;;15;
215-1652R;;223176;;GUIÑADOR PARACHOQUE NISSAN PATHFINDER 95;ACCESORIO;18,5;0,238;0,5;0,5;50;NISSAN;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;A: (0), E: (-1);;;DEPO;;;-1;
218-1605R-A;;218-1605-R;;GUIÑADOR PARACHOQUE SUZUKI ALTO-TICO;ACCESORIO;45;0,1;0;0;50;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (1), A: (24), E: (0);;;DEPO;;;27;
218-1605L-A;;218-1605-L;;GUIÑADOR PARACHOQUE SUZUKI ALTO-TIKO;ACCESORIO;45;0,1;0;0;50;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (1), A: (24), E: (0);;;DEPO;;;27;
218-1602L-L;;218-1602-L;223015;GUIÑADOR PARACHOQUE SUZUKI CARRY;ACCESORIO;38;0,1;0;0;50;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
218-1602R-L;;218-1602-R;223016;GUIÑADOR PARACHOQUE SUZUKI CARRY;ACCESORIO;38;0,1;0;0;50;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
212-1647L-AE;;212-1647-L;;GUIÑADOR PARACHOQUE TOY CORRO 88-90;ACCESORIO;64;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
212-1647R-AE;;212-1647-R;;GUIÑADOR PARACHOQUE TOY CORRO 88-90;ACCESORIO;64;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;E: (5);;;DEPO;;;5;
214-1647R-UE;;214-1647R-UE;;GUIÑADOR PARACHQ, MITSUBISHI L-300 ,01,FRONT;ACCESORIO;114;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU-A: (0), A: (6), E: (-2);;;DEPO;;;4;
214-1647L-UE;;214-1647L-UE;;GUIÑADOR PARACHQ, MITSUBISHI L-300 ,01,FRONT;ACCESORIO;114;0,1;0;0;20;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (8), E: (0);;;DEPO;;;8;
212-1682R-AE;;212-1682-R-AE;;GUIÑADOR PRACHOQUE TOY RAV4 98-00 CRISTAL;ACCESORIO;329;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
212-1682L-AE;;212-1682-L-AE;;GUIÑADOR PRACHOQUE TOY RAV4 98-00 CRISTAL;ACCESORIO;329;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;2;
223206;;69220-12110-L;;JALADOR EXT DELANTERO TOY COROLLA 90;REPUESTO;38;0,5;;;1;TOYOTA;ACCESORIO;VARIOS;SIN MARCA;UNIDAD;CHINA;A: (1);;;FERIA BL;;;1;
223266;;LZ-01-101-BLACK;;JALADOR EXT, CORREDIZO FOTON 15~22 KINLONG BUFALO~20 TY HI QUANTUM BUFALO Mod,'05-'13 RH NEGRO;ACCESORIO;178;0,9;0,001;0,001;1;TOYOTA;ACCESORIO;FOTON;SIN MARCA;UNIDAD;CHINA;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (0), A: (0);;;FERIA BL;;;1;
