CODIGO_ITEM ;NRO_PIEZA ;CODIGO_2 ;CODIGO_SUSTITUTO_1 ;DESCRIPCION ;CATEGORIA ;PRECIO_1_BS ;PESO ;VOL_CM3_UNID ;VOL_CBM_UNID ;UNID_X_CAJA ;NOMBRE_FAMILIA ;NOMBRE_GRUPO ;NOMBRE_SUBGRUPO ;NOMBRE_MARCA ;NOMBRE_UNIDAD ;NOMBRE_ORIGEN ;ALMACEN ;STOCK_MINIMO ;STOCK_MAXIMO ;NOMBRE_PROVEEDOR_1 ;NOMBRE_PROVEEDOR_2 ;NOMBRE_PROVEEDOR_3 ;CANTIDAD ;
TY3217A-MR;;69230-26070;;JALADOR EXT, CORREDIZO FOTON 15~22 KINLONG BUFALO~20 TY HI QUANTUM BUFALO Mod,'05-'13 RH NEGRO;ACCESORIO;178;0,115;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL KM.14: (1), MUESTRAS: (1), A: (0);;;MA&A;;;2;
TY3217M-MR;;;;JALADOR EXT,P/CORREDIZO RH FOTON 15~22 KINLONG BUFALO~20 TY HI QUANTUM BUFALO 05~13 CROMADO;ACCESORIO;228;0,125;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL KM.14: (1), MUESTRAS: (0), A: (0);;;MA&A;;;1;
TY3217M-FL;;;;JALADOR EXT,P/DEL LH FOTON 15~22 KINLONG BUFALO~20 TY HI QUANTUM BUFALO 05~13 CROMADO,C/Tapa;ACCESORIO;228;0,15;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL KM.14: (1), MUESTRAS: (1), A: (0);;;MA&A;;;2;
TY3217A-FL;;;;JALADOR EXT,P/DEL LH FOTON 15~22 TY HI QUANTUM BUFALO Mod,'05-'13 NEGRO;ACCESORIO;228;0,15;0,001;0,001;10;TOYOTA;ACCESORIO;FOTON;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), MUESTRAS: (1), A: (0);;;MA&A;;;3;
TY3215A-FL;;;;JALADOR EXT,P/DEL LH KINLOG 00~15~20 TY HI JIN BEI JIN CHEN YH71/RZH104 90- NEGRO;ACCESORIO;89;0,135;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), MUESTRAS: (1), A: (0);;;MA&A;;;3;
TY3217M-FR;;;;JALADOR EXT,P/DEL RH FOTON 15~22 KINLONG BUFALO~20 TY HI QUANTUM BUFALO 05~13 CROMADO,C/Tapa;ACCESORIO;228;0,135;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), MUESTRAS: (1), A: (2);;;MA&A;;;5;
TY3217A-FR;;;;JALADOR EXT,P/DEL RH FOTON 15~22 TY HI QUANTUM BUFALO Mod,'05-'13 NEGRO;ACCESORIO;190;0,145;0,001;0,001;10;TOYOTA;ACCESORIO;FOTON;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), MUESTRAS: (1), A: (5);;;MA&A;;;8;
TY3215A-FR;;;;JALADOR EXT,P/DEL RH KINLOG 00~15~20 TY HI JIN BEI JIN CHEN YH71/RZH104 90- NEGRO;ACCESORIO;89;0,135;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (0), MUESTRAS: (1), A: (2);;;MA&A;;;4;
TY2565M-RR;;;;JALADOR INT,CORREDIZO RH FOTON 15~22 KINLONG BUFALO~20 TY HI H200 Q BU 05~13 CROMADO;ACCESORIO;279;0,225;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (0), MUESTRAS: (1), A: (0);;;MA&A;;;2;
TY2565G-RR;;;;JALADOR INT,CORREDIZO RH FOTON 15~22 KINLONG BUFALO~20 TY HI H200 Q BU 05~13 Gris PLOMO;ACCESORIO;228;0,25;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL KM.14: (0), MUESTRAS: (1), A: (1);;;MA&A;FERIA BL;;2;
223252;;JT-LS-0011;;JALADOR INT,CORREDIZO RH FOTON 15~22 KINLONG BUFALO~20 TY HI H200 Q BU 05~13 Gris PLOMO;ACCESORIO;228;0,95;0,001;0,001;1;TOYOTA;ACCESORIO;FOTON;SIN MARCA;UNIDAD;CHINA;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (0);;;FERIA BL;;;2;
TY2567M-R;;;;JALADOR INT,DEL FOTON 15~22 KINLONG BUFALO~20 TY HI H200 HILUX VIGO HIACE COROLLA ALTIS 03-08 CROMADO;ACCESORIO;190;0,085;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), MUESTRAS: (1), A: (3);;;MA&A;;;6;
CP1080-L;;L FT-12-190-L;;JALADOR INT,LH KINLOG 00~15~20 MODF TAPA //JIMBEY TY HI~90;ACCESORIO;89;0,135;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (0), SUCURSAL KM.14: (1), MUESTRAS: (1), A: (1);;;MA&A;;;3;
CP1080-R;;L FT-12-190-R;;JALADOR INT,RH KINLOG 00~15~20 MODF TAPA //JIMBEY TY HI~90;ACCESORIO;89;0,135;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (0), MUESTRAS: (1), A: (0);;;MA&A;;;2;
TY3215-TG-TL;;;;JALADOR MALETERA KINLOG 00~15~20 TY H-90 JIMBEY HI LOBO NEGRO 90~04;ACCESORIO;443;0,465;0,001;0,001;10;TOYOTA;ACCESORIO;KIN LONG;HU;PIEZA;TAIWAN;SUCURSAL KM.14: (1), A: (0);;;MA&A;;;1;
MZ07099GA;;MZ07099GA;;MASCARA MAZDA BT-50 P-U *07 Crom, Pint, Silver, '07-;ACCESORIO;545;0,1;0,01;0,01;5;MAZDA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (3);;;TONG YANG;;;3;
MB07146GAR;MB07146GAR;;;MASCARA MITSUBISHI L200 *08 R Negra Cromada '05-;ACCESORIO;160,4;0,1;0,01;0,01;5;MITSUBISHI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1), A: (0);;;TONG YANG;FERIA BL;;1;
SZ07048MA;;SZ07048MA;;MASCARA MOLDE BAJO SUZUKI GRAN VIRARA 06-08 Cromada;ACCESORIO;507;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (4);;;TONG YANG;;;4;
DS07277GB;;DS07277GB;;MASCARA NISSAN FRONTIER 720-2WD 06-08 Crom Gris (DS0510GC);ACCESORIO;570;0,1;0,01;0,01;5;NISSAN;ACCESORIOS;PARTES;TYG;UNIDAD;CHINA;F: (0), A: (8);;;TONG YANG;FERIA BL;;8;
DS07055GE;;DS07055GE;;MASCARA NISSAN PICKUP D21 86 NEGRO CAMIONETA;ACCESORIO;380;0,1;0,01;0,01;5;NISSAN;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0), A: (0);;;TONG YANG;;;1;
TY07571GA;;TY07571GA;;MASCARA P-PARACHOQUE TOY 4WD RUNNER 014 Del, Osc,Gris W-moldu,cromada;ACCESORIO;1076;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), F: (0), A: (3);;;TONG YANG;;;5;
TY07473GA;;TY07473GA;;MASCARA P-PARACHOQUE TOY 4WD RUNNER Del, Mat-Neg, '10-;ACCESORIO;443;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), F: (0), A: (3);;;TONG YANG;;;5;
TY07547GA;;TY07547GA;;MASCARA P-PARACHOQUE TOY RAV-4 *13 Del, Mat- gris oscuro USA built '13;ACCESORIO;254;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (1);;;TONG YANG;;;1;
TY07573GA;;TY07573GA;;MASCARA P-PARACHOQUE TOY RUNNER 014 Del, Osc,Gris C-moldura cromada (;ACCESORIO;4428;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (2);;;TONG YANG;;;2;
SZ07035GB;;SZ07035GB;;MASCARA SUZUKI BALENO 98-99 crom-neg-GREY;ACCESORIO;1013;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;PAU: (0), F: (0), A: (10);;;TONG YANG;;;10;
SZ07060GA;;SZ07060GA;;MASCARA SUZUKI GRAN VITARA *09 Crom,Negro, '09-;ACCESORIO;759;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0), A: (0);;;TONG YANG;;;1;
SZ07065GA;;SZ07065GA;;MASCARA SUZUKI JIMY *02 (central) Mat-Ngra (EURO) '02-;ACCESORIO;127;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (5);;;TONG YANG;;;5;
SZ07066GA;;SZ07066GA;;MASCARA SUZUKI JIMY *02 P-LOGO (central) Mat-Ngra (EURO) '02-;ACCESORIO;127;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (5);;;TONG YANG;;;5;
SZ07067GA;;SZ07067GA;;MASCARA SUZUKI SWIFT SPORT *12 Prime-Ngro (EURO) '12- (RADIADOR GRILL;ACCESORIO;469;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), F: (0), A: (3);;;TONG YANG;;;4;
TY07568GA;;TY07568GA;;MASCARA TOY 4WD RUNNER 14 Mat-Ngra C-Moldrua Ngra '14-;ACCESORIO;1898;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (4);;;TONG YANG;;;4;
TY07468GA;;TY07468GA;;MASCARA TOY COROLLA 011 Mat-oscuro gris C-oscuro gris mldura '11-;ACCESORIO;671;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (2);;;TONG YANG;;;2;
TY07397GA;;TY07397GA;;MASCARA TOY COROLLA 09 Mat-Neg, (OTN) '09-;ACCESORIO;216;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), F: (0), A: (22);;;TONG YANG;;;24;
TY07161GB;TY07161GB;;;MASCARA TOY COROLLA AE110 96-98 CROMO-P TYG;ACCESORIO;92,1;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;FERIA BL;;1;
TY07492GA;;TY07492GA;;MASCARA TOY HILUX VIGO *12 Partial Pint,Silver,Neg, '12-;ACCESORIO;759;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), F: (0), A: (21);;;TONG YANG;;;23;
TY07216GA;;TY07216GA;;MASCARA TOY LAND CRUISER 98-07 Crom-Neg P;ACCESORIO;759;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (5);;;TONG YANG;;;5;
TY07540GAL;;TY07540GAL;;MASCARA TOY RAV-4 *013 C-Crom,Moldura Mat,negra '13-;ACCESORIO;443;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (4);;;TONG YANG;;;4;
TY07540GAR;;TY07540GAR;;MASCARA TOY RAV-4 *013 C-Crom,Moldura Mat,negra '13-;ACCESORIO;443;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (4);;;TONG YANG;;;4;
TY07358GA;;TY07358GA;;MASCARA TOY RAV4 06-08 Limited 2,4L Mat-Ngra C-Mold-Crom;ACCESORIO;279;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;CHINA;F: (0), A: (6);;;TONG YANG;FERIA BL;;6;
TY07412GA;;TY07412GA;;MASCARA TOY RAV4 09 Base-Sport Parrilla Mat-Neg, S-Marca '09-;ACCESORIO;823;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (2);;;TONG YANG;;;2;
TY07478GA;;TY07478GA;;MASCARA TOY YARIS 012 mat-negro '12-;ACCESORIO;545;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (3);;;TONG YANG;;;3;
TY07428GA;;TY07428GA;;MASCARA TOY YARIS '09 SEDAN Mascara (OTN) Mat-Negra '09-;ACCESORIO;1139;0,1;0,01;0,01;5;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (0), A: (4);;;TONG YANG;;;4;
SZ07046GAV;;SZ07046GAV;;MASCRA SUZUKI SWIFT *05-*08 Mat-neg, '05-'08;ACCESORIO;216;0,1;0,01;0,01;5;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), F: (0), A: (0);;;TONG YANG;;;1;
223431;;KOA-8055-R;;MECANISMO LEVANTA VIDRIO NISSAN B12 CABLE;REPUESTO;241;0,78;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (2);;;FERIA BL;;;2;
223442;;;;MECANISMO LEVANTA VIDRIO TOY KE70 LH (KOA-803;REPUESTO;47;0,941;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (2);;;FERIA BL;;;2;
223443;;;;MECANISMO LEVANTA VIDRIO TOY KE70 RH (KOA-80;REPUESTO;47;0,938;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (3);;;FERIA BL;;;3;
223451;;;;MECANISMO LEVANTA VIDRIO TOY LAND CRUISER L;REPUESTO;47;1,331;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (2);;;FERIA BL;;;2;
223444;;;;MECANISMO LEVANTA VIDRIO TOY LAND CRUISER R;REPUESTO;47;1,31;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (1);;;FERIA BL;;;1;
223448;;;;MECANISMO PUERTA TRASERO TOY EE90;REPUESTO;47;0,551;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (2);;;FERIA BL;;;2;
223446;;;;MECANISMO PUERTA TRASERO TOY EE90;REPUESTO;47;1,092;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (4);;;FERIA BL;;;4;
223445;;;;MECANISMO PUERTA TRASERO TOY EE90;REPUESTO;47;1,092;0,001;0,001;1;TOYOTA;REPUESTO;TRANSMISION;SIN MARCA;UNIDAD;TAIWAN;SUCURSAL KM.14: (8);;;FERIA BL;;;8;
MB05003VA;;MB05003VA;;PARACHOQUE INFERIOR 06-08 L200 Del, Mat-Neg, T-MOLDURA '06-'08;ACCESORIO;190;0,1;0,01;0,01;1;MITSUBISHI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (5);;;TONG YANG;;;5;
MB04152BA;;MB04152BA;;PARACHOQUE MITSUBISHI L200-Triton 2WD 010 Del, S-Ojo moldura (GRILLE:;ACCESORIO;1013;0,1;0,01;0,01;1;MITSUBISHI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;;;1;
MB04099BB;;MB04099BB;;PARACHOQUE MITSUBISHI TIBURON MONTERO-PAJERO 01-06 TYG P-PRIMARIO P-H;ACCESORIO;2594;0,1;0,01;0,01;1;MITSUBISHI;ACCESORIOS;PARTES;DEPO;UNIDAD;TAIWAN;F: (1);;;TONG YANG;;;1;
SZ04058BAS;;SZ04058BAS;;PARACHOQUE SUZUKI SWIFT 05 Mat-neg, '05-;ACCESORIO;633;0,1;0,01;0,01;1;SUZUKI;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (3);;;TONG YANG;;;3;
TY04293BA;;TY04293BA;;PARACHOQUE TOY HIACE 05-09 Del, Mat-Neg, (High Roof-Wide) C-F,L,Hole ';ACCESORIO;823;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (0);;;TONG YANG;;;1;
TY04268BAS;;TY04268BAS;;PARACHOQUE TOY, YARIS 05 H-B Del, Mat-Neg w-o Fog Lamp (EURO TY;ACCESORIO;507;0,1;0,01;0,01;1;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), F: (2);;;TONG YANG;;;3;
330-1942L-US;;330-1942L-US;;STOP FORD F-150 -- 09-10 (TODOS 2010);ACCESORIO;823;0,1;0;0;6;FORD;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
330-1942R-US;;330-1942R-US;;STOP FORD F-150 -- 09-10 (TODOS 2010);ACCESORIO;823;0,1;0;0;6;FORD;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (0);;;DEPO;;;1;
330-1919L-US;;330-1919L-US;;STOP FORD F150 2004-06,;ACCESORIO;443;0,1;0;0;10;FORD;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (2), E: (0);;;DEPO;;;4;
330-1919R-US;;330-1919R-US;;STOP FORD F150 2004-06,;ACCESORIO;443;0,1;0;0;10;FORD;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (0), SUCURSAL KM.14: (1), A: (5), E: (0);;;DEPO;;;6;
213-1904R-2;;213-1904-2R;224595;STOP ISUZU LUV 83/88 BLACK;ACCESORIO;102;0,71;0,5;0,5;20;ISUZU;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;BOLIVIA;A: (2), E: (0);;;DEPO;FERIA BL;;2;
213-1904L-1;;213-1904-1L;213-1904-1L;STOP ISUZU LUV 83-88 CROME;ACCESORIO;121;0,5;0,5;0,5;20;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);0;0;DEPO;;;1;
213-1904R-1;;213-1904-1R;213-1904-1R;STOP ISUZU LUV 83-88 CROME;ACCESORIO;121;0,5;0,5;0,5;20;ISUZU;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (0);0;0;DEPO;;;1;
323-1938L-AS;;323-1938L-AS;;STOP KIA SPORTAGE 11-13;ACCESORIO;1392;0,1;0;0;6;KIA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (5), E: (0);;;DEPO;;;5;
323-1938R-AS;;323-1938R-AS;;STOP KIA SPORTAGE 11-13;ACCESORIO;1228;0,1;0;0;6;KIA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (6), E: (0);;;DEPO;;;6;
214-1911R-A;;MC 844655;214-1911-R;STOP MITSUBISHI FUSO /NISSAN CONDOR;ACCESORIO;140;1,01;0,5;0,5;10;MITSUBISHI;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (0), A: (1), E: (0);;;DEPO;;;1;
214-1957R-A;;224748;;STOP MITSUBISHI FUSO CANTER 95/97 (IZUZU);ACCESORIO;184;1,34;0,5;0,5;10;MITSUBISHI;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;CHINA;PAU: (0), A: (5), E: (0);;;DEPO;FERIA BL;;5;
214-1979L-AE;;214-1979L-AE;228016;STOP MITSUBISHI MONTERO 2003 TIBURON;ACCESORIO;570;0,1;0;0;6;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;CHINA;SUCURSAL RADIAL 26: (1), A: (0), E: (0);;;DEPO;FERIA BL;;1;
214-1979R-AE;;214-1979R-AE;228017;STOP MITSUBISHI MONTERO 2003 TIBURON;ACCESORIO;570;0,1;0;0;6;MITSUBISHI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
215-19J3R-UE;;26550-EB30C;228387;STOP NISS, PATHFINDER 04-05 / NAVARA 05-06,;ACCESORIO;823;1,4167;0,5;0,5;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
215-19J3L-UE;;26555-EB30D;228386;STOP NISS, PATHFINDER 04-05 / NAVARA 05-06,;ACCESORIO;823;1,4167;0,5;0,5;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (5), E: (0);;;DEPO;;;5;
115-1944L-U;;115-1944L-U;228507;STOP NISS, X-TRAIL 2014,;ACCESORIO;823;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), MUESTRAS: (1), A: (7), E: (2);;;DEPO;;;11;
115-1944R-U;;115-1944R-U;228508;STOP NISS, X-TRAIL 2014,;ACCESORIO;823;0,1;0;0;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), MUESTRAS: (1), A: (7), E: (2);;;DEPO;;;11;
215-19K8R-AE;;215-19K8R-AE;228292;STOP NISS,TIIDA 2007 5D ECE,;ACCESORIO;823;0,1;0;0;2;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
315-1955R-AS;;315-1955-R-AS;228056;STOP NISSAN FRONTER-PATHFINDER,'05-07 USA MODEL;ACCESORIO;886;0,1;0;0;10;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (1), E: (2);;;DEPO;;;4;
315-1955L-AS;;315-1955-L-AS;228055;STOP NISSAN FRONTER-PATHFINDER,'05-07 USA MODEL;ACCESORIO;886;0,1;0;0;10;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (2), E: (2);;;DEPO;;;5;
315-1952L-AF;;315-1952L-AF;;STOP NISSAN MURANO 03-05-07 AF;ACCESORIO;1392;0,1;0;0;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (4), E: (0);;;DEPO;;;6;
315-1952R-AF;;315-1952R-AF;;STOP NISSAN MURANO 03-05-07 AF;ACCESORIO;1392;0,1;0;0;6;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (4), E: (0);;;DEPO;;;6;
215-19B0R-A;;215-19B0-R-A;;STOP NISSAN PATHFINDER TERRANO 96-97;ACCESORIO;696;0,1;0;0;10;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU-A: (0), A: (1), E: (1);;;DEPO;;;2;
215-19B9R-A;;215-19B9-R-A;224757;STOP NISSAN PATROL-SAFARI 98-2003;ACCESORIO;570;0,1;0;0;10;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (3), E: (5);;;DEPO;;;9;
215-19B9L-A;;215-19B9-L-A;224756;STOP NISSAN PATROL-SAFARI 98-2003;ACCESORIO;570;0,1;0;0;10;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (5), E: (4);;;DEPO;;;10;
215-1967R-U;;215-1967-R;224470;STOP NISSAN SENTRA B12 90-91;ACCESORIO;254;0,1;0;0;20;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (4), E: (0);;;DEPO;;;4;
215-19K9R-AE;;26550-EL00A;228202;STOP NISSAN TIDA 07 4D;ACCESORIO;658;2,45;0,5;0,5;4;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
315-1310L-AF;;315-1310L-AF;26555-4BA1A;STOP REFLECTOR NISSAN XTRAIL 14-16 ROGE BUL ASY,,,NSF,;ACCESORIO;658;0,5;0,5;0,5;12;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (17), E: (6);;;DEPO;;;24;
315-1310R-AF;;315-1310R-AF;26550-4BA1A;STOP REFLECTOR NISSAN XTRAIL 14-16 ROGE BUL ASY,,,NSF,;ACCESORIO;658;0,5;0,5;0,5;12;NISSAN;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (17), E: (6);;;DEPO;;;24;
212-2922R;;212-2922-R;;STOP REFLECTOR PEQUEÑO TOY HILUX 98-00 YN140-LN170;ACCESORIO;76;0,1;0;0;100;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
312-1322L-AS;;312-1322L-AS;;STOP REFLECTOR TOY COROLLA 14-15;ACCESORIO;949;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (5), E: (8);;;DEPO;;;14;
312-1322R-AS;;312-1322R-AS;;STOP REFLECTOR TOY COROLLA 14-15;ACCESORIO;949;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (1), A: (14), E: (0);;;DEPO;;;17;
